"","X1552986_at","X1553176_at","X1557553_at","X1558103_a_at","X1560274_at","X1560349_at","X1561615_s_at","X1566265_at","X202069_s_at","X202516_s_at","X202783_at","X203100_s_at","X203553_s_at","X203562_at","X205048_s_at","X205110_s_at","X206111_at","X206288_at","X206881_s_at","X209169_at","X209686_at","X210786_s_at","X211649_x_at","X211748_x_at","X214157_at","X214511_x_at","X215468_at","X216733_s_at","X217281_x_at","X217317_s_at","X217475_s_at","X218232_at","X219298_at","X220785_at","X221491_x_at","X222361_at","X222697_s_at","X223519_at","X223609_at","X223767_at","X224559_at","X224589_at","X227474_at","X229249_at","X229963_at","X231274_s_at","X231954_at","X233816_at","X235036_at","X236191_at","X236422_at","X236988_x_at","X237120_at","X237689_at","X239040_at","X240608_at","X242077_x_at","X243469_at"
"1",4.02730042085368,4.88157082071881,6.65050511722457,4.55942263212155,4.02730042085368,3.41057176129328,3.48933529691263,3.25362264518721,6.01037552687119,5.22737563307586,6.40022934571399,6.48320201233139,5.59878006866666,5.47449926755619,5.22737563307586,3.64645206535185,8.60533850917256,3.95328320702516,8.87178800711554,3.56803040096639,6.17915136998796,7.51145168934522,5.18835528180069,8.13679600020762,7.39627880798843,7.93935548911392,3.56803040096639,4.30785804661951,4.24027965947117,7.6827273069625,4.55942263212155,6.43399317137305,6.34805412835789,2.45241731707249,8.71239607607665,3.09863623880071,5.44168134200482,4.97588224312296,6.98255935695841,5.10702419478678,8.16722710612869,2.32346248123702,7.68973198913783,7.66150686102546,5.50658739119649,10.575975895849,6.13877213096214,4.97588224312296,4.97588224312296,4.55942263212155,4.55942263212155,5.6571235558393,3.64645206535185,4.17092768459603,3.0222729452142,6.49923890551017,4.55942263212155,6.63607255233256
"2",5.97216876114067,4.11529809938273,7.05286361565297,3.88995245958725,5.31387338346305,3.49152414014797,6.10385846285474,2.55781214321661,5.31387338346305,5.3496928393372,5.3496928393372,6.31790457066849,5.07805609148309,3.65307849277353,4.18706539294708,4.04176359562519,8.19857861910866,3.88995245958725,8.24211275659949,4.18706539294708,2.62968429971611,7.8873863514735,5.87718471121282,5.85242836637816,3.41033311956507,7.15762179711567,4.94409935162226,3.88995245958725,4.57651764753798,6.84269226588248,4.57651764753798,5.54773363502158,7.03096722169403,2.22077803911912,2.93059886864696,2.55781214321661,5.27714289238804,5.45210811085466,6.35362674876045,3.16772901672547,11.1872142306349,2.35105435114159,7.04195695963097,6.47211729035095,5.20075744436469,10.0151044551799,5.66610892089009,6.28127537966131,4.57651764753798,4.39084099690407,7.59825501628566,4.74456349245626,3.73298677061437,4.94409935162226,5.20075744436469,4.69042162020119,5.45210811085466,7.29257194762836
"3",3.64853421125983,4.93248858055697,5.4769060746488,2.72769367452019,3.73736893570261,2.38342864768072,3.18725025313307,2.72769367452019,6.25807008307256,4.29597977634915,5.8463976563776,6.03421978500392,6.07758877844336,4.49643767595661,2.63912407894749,5.2302106295293,9.77731480539724,5.8463976563776,7.30866835363116,3.55811978195129,4.88448270106112,7.41393407678205,5.30510188246195,7.0610869178891,8.07433515561775,9.86191844185009,3.73736893570261,4.78346396098615,5.11004049902807,6.93706402898505,6.1402916408953,5.79535616762932,6.43523161278741,2.63912407894749,3.0939400831861,4.6750368415304,5.37629683346774,5.82110262652021,7.66914149085489,4.61775178708088,8.15752977397424,5.37629683346774,7.63325816426592,5.54028103596426,4.93248858055697,11.2219110175885,5.82110262652021,5.2302106295293,5.06765355303823,3.73736893570261,4.36538666470412,5.44414308900263,2.817677418638,3.00105014043519,2.46686956320668,5.96661930266894,3.46644349337914,6.09879398001338
"4",4.7583826140538,3.18395536128867,4.70433828860555,4.19327344472716,2.58191352587322,6.17105207541144,2.58191352587322,5.25006343252353,6.00126789632512,4.19327344472716,5.58665278261298,5.61636564974217,4.9568797712069,5.72945135962377,2.12425193932061,2.91953312708284,9.04181318711797,4.04172311504999,6.93140260244959,5.21164794233193,6.50868646374871,6.88333086022575,6.87105840775955,7.0880596371495,5.08986143287496,8.6726243013697,2.34504176420566,3.53941551619744,4.8105567714221,6.49275482593412,3.53941551619744,6.54003146145624,5.78283497775128,2.34504176420566,8.2948792640475,4.26545859888241,6.04562361094968,3.36220915535227,5.85937998956691,3.45109287882365,10.694406879167,2.19601946893507,4.26545859888241,5.90824297874977,6.55545222128877,9.19981040121038,5.00257397545593,5.28748289278644,4.04172311504999,3.18395536128867,5.64547889767542,4.9568797712069,2.58191352587322,2.50124037448934,3.45109287882365,5.4612754829762,6.26784045476797,5.17218224890547
"5",3.17197161721016,3.74428951956845,4.57263132892284,3.07393545309159,2.78288498830434,1.84299679954491,4.79624063863184,2.1555382675519,5.57843877736681,4.74342268337561,5.94914826649864,6.12481278714194,7.3644274444957,4.16354081064607,1.99485094185792,4.16354081064607,8.36537514043374,4.38046267084121,7.5605883981353,3.17197161721016,4.00425815474319,7.17775277731112,3.65271465557063,7.52186295713428,7.6919768350716,9.19668434312068,2.68795715100315,4.31103941664371,3.74428951956845,7.38183222930629,4.63175259146767,6.83014677793262,5.77566792238104,5.34991153164749,2.78288498830434,2.50276943582373,5.20098469777682,3.65271465557063,6.22464690732301,4.31103941664371,7.60572720906071,2.07408746280567,7.39045651003399,5.85258415833187,5.03489928087993,10.0440982255728,3.74428951956845,6.20522512431517,3.83355940032607,3.36734481141875,6.75199171086737,5.12032968598199,2.78288498830434,2.97617801208188,2.3249900347468,5.87733785276818,2.41288362821423,5.87733785276818
"6",5.59880958017778,3.2153695159681,6.07602111806624,6.27543246422943,3.2153695159681,3.95165425483157,7.45502170320984,3.75002926562916,6.11816946250631,4.5160198072697,5.98784014802085,6.54632094940492,7.15444183140293,3.2153695159681,6.483216629705,3.68238694041593,11.6135421682012,3.81754219758102,8.95844494743979,4.73503621713423,4.93176553026098,5.53801181364546,7.9510680822458,6.69296886860819,8.69161385778691,9.86025337482809,4.2756306191465,5.37380113198375,7.00520727038526,7.63997617648751,5.59880958017778,7.44677595811418,7.15444183140293,2.61069498301128,8.46949057497312,3.54722396081529,6.23769446420366,6.03260425695272,7.26174553550774,6.7342061279349,11.690636580055,6.3122084256314,7.96845275507035,7.75797556033908,6.03260425695272,11.3097394247904,6.77429736396095,6.38306208281187,5.10771704873005,6.59190135956087,7.55046082332057,9.85714566703673,4.08367505626044,5.30254243140772,4.14858558767558,6.49925336129868,6.07602111806624,5.98784014802085
"7",6.08802625574291,2.1155518509628,8.06083944390324,2.22645256832806,1.80154580382265,2.22645256832806,4.39439364257055,5.32288576865379,3.40454289521079,2.22645256832806,3.05486612115481,3.51534506667397,3.17366080779867,3.05486612115481,1.34423276057639,2.57425289241327,8.21929710422001,2.00766119279395,7.24817959449487,3.91776873629765,2.93479626301652,4.90816756921133,3.8237370296148,6.45986700370098,4.58658902084329,7.95435081690132,5.08858945483248,1.51736282612744,2.57425289241327,4.39439364257055,3.05486612115481,6.34032300765061,7.15001695108266,1.4292140645818,5.17098904472258,3.8237370296148,2.00766119279395,5.17098904472258,7.10880210880874,3.72523644408431,10.321958031817,1.70348033600537,6.17045712090146,5.97788804400552,2.93479626301652,9.35320541707202,2.22645256832806,7.85814615665379,2.1155518509628,4.09259396527102,7.82034850850304,7.79458846713969,3.17366080779867,2.00766119279395,2.81419643970319,2.93479626301652,6.47616392479287,8.04453926231274
"8",6.27477382792707,5.44073457602575,5.86857587956548,5.33778327286745,4.14468681806835,5.44073457602575,7.65411672529707,4.20293574349263,5.37289512579282,4.08602529632335,5.76626689575515,5.94081252621393,4.98055562278025,6.29328738428207,2.56495594238749,6.03182488031787,8.50552371015673,4.31785250454669,8.34175222589626,3.67126702155872,4.48508784692685,8.03577500217488,6.17846532353342,9.76392188937836,6.86328783267422,9.7853339128392,3.32467015515074,3.84903123548291,4.88995130585802,7.29854360655739,5.84367042087689,5.73951534986917,7.11298658359802,6.54577508702189,9.09124358481081,3.43827573210906,5.47352239745201,5.89305878523496,8.52131572926336,5.73951534986917,11.6075279690393,2.847530217781,4.20293574349263,5.76626689575515,4.74591173729063,11.3539338515336,5.40720207044363,6.74721930471391,4.6957555723645,4.84302127672341,5.14906596763426,9.27479158288406,3.96781949854537,5.02424577161871,5.18866604621581,6.49868939305815,5.84367042087689,6.8878601029433
"9",6.57096444306433,4.81196767808544,6.42748958103449,4.86217050721546,4.95782401769955,3.09893950027811,8.03931961727779,2.9393154185892,6.13078765763738,5.04767558730126,5.80923547790757,6.47691698794841,5.7024648316266,5.85979674497515,4.81196767808544,6.323244741289,8.93390613945425,5.39482502953279,5.67449013622346,3.50766038101669,3.42560979531323,7.63715407007072,4.91076204708391,9.00863322851476,7.94294281488923,9.36429455478264,3.34349465481395,4.65087797783379,5.42871377662176,7.55514927361838,5.46182484943738,6.28675260963281,7.73520427621862,2.28327953844028,9.02534181257563,6.4441542496234,5.5568292670321,5.6168588592654,7.78837931224322,8.05567854574617,11.231864994953,3.09893950027811,6.50895219537207,7.20038903611838,4.70640052432865,11.5849968036308,5.64596225189946,7.2768041147509,5.88442804281331,6.11005089232541,8.36664151161031,6.34115040171602,7.57798044922025,5.28810589056936,4.2060568372039,6.02398813034033,6.08901171233362,6.61578474757023
"10",5.83389462798056,4.44438633943556,6.78188028503079,4.32715548733235,4.01920333973696,3.89214017648212,3.38333474729767,4.08211638080301,6.37572930490845,4.50140579509356,6.28613630383997,6.08830484890035,5.80837757193859,5.6450054489338,2.68963937300231,3.38333474729767,10.027960854912,4.2670870967358,9.07156881438766,5.52482894486055,7.4841357037892,7.27649386246708,7.07723978059681,8.26697248065386,6.28613630383997,10.0196459037942,3.63617857285437,4.20616103456903,4.50140579509356,7.09845007494296,5.04828063086015,7.05571299679536,6.70099031688846,6.88312833381963,4.76862529942073,5.17235565292833,6.28613630383997,4.91395921040417,7.20006190582873,5.04828063086015,9.86579465561021,2.79654696988963,5.58616512163385,6.89529897042511,6.74200215066332,9.8781117756297,4.81832463006378,6.32264383229147,4.01920333973696,4.08211638080301,7.60762399256463,5.35909936866302,3.57243334131567,2.90718462419576,3.95584080535265,5.85896823069584,5.88361351850497,7.21955285314436
